feature_set,iteration,fold,class_label,precision,recall,f1
understand追加前 (excl3),3,9,クラス0(=FALSE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (excl3),3,9,クラス1(=TRUE),1.0,0.8,0.8888888888888888
understand追加前 (excl3),3,10,クラス0(=FALSE),0.5,0.16666666666666666,0.25
understand追加前 (excl3),3,10,クラス1(=TRUE),0.4444444444444444,0.8,0.5714285714285714
understand追加前 (excl3),iteration_3,avg_of_10folds,クラス0(FALSE),0.8154761904761905,0.7433333333333334,0.7507420357420358
understand追加前 (excl3),iteration_3,avg_of_10folds,クラス1(TRUE),0.8012301587301588,0.8400000000000001,0.7998079698079698
understand追加前 (excl3),4,1,クラス0(=FALSE),0.4,0.4,0.4
understand追加前 (excl3),4,1,クラス1(=TRUE),0.5,0.5,0.5
understand追加前 (excl3),4,2,クラス0(=FALSE),1.0,0.8,0.8888888888888888
understand追加前 (excl3),4,2,クラス1(=TRUE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (excl3),4,3,クラス0(=FALSE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),4,3,クラス1(=TRUE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),4,4,クラス0(=FALSE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),4,4,クラス1(=TRUE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),4,5,クラス0(=FALSE),1.0,0.8,0.8888888888888888
understand追加前 (excl3),4,5,クラス1(=TRUE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (excl3),4,6,クラス0(=FALSE),0.5555555555555556,0.8333333333333334,0.6666666666666666
understand追加前 (excl3),4,6,クラス1(=TRUE),0.5,0.2,0.2857142857142857
understand追加前 (excl3),4,7,クラス0(=FALSE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (excl3),4,7,クラス1(=TRUE),0.6,0.6,0.6
understand追加前 (excl3),4,8,クラス0(=FALSE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),4,8,クラス1(=TRUE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),4,9,クラス0(=FALSE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (excl3),4,9,クラス1(=TRUE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (excl3),4,10,クラス0(=FALSE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (excl3),4,10,クラス1(=TRUE),0.6,0.6,0.6
understand追加前 (excl3),iteration_4,avg_of_10folds,クラス0(FALSE),0.7672222222222222,0.7266666666666668,0.738989898989899
understand追加前 (excl3),iteration_4,avg_of_10folds,クラス1(TRUE),0.7128571428571429,0.7366666666666666,0.7146553446553446
understand追加前 (excl3),5,1,クラス0(=FALSE),1.0,0.6,0.75
understand追加前 (excl3),5,1,クラス1(=TRUE),0.75,1.0,0.8571428571428571
understand追加前 (excl3),5,2,クラス0(=FALSE),1.0,0.4,0.5714285714285714
understand追加前 (excl3),5,2,クラス1(=TRUE),0.6666666666666666,1.0,0.8
understand追加前 (excl3),5,3,クラス0(=FALSE),0.5,0.2,0.2857142857142857
understand追加前 (excl3),5,3,クラス1(=TRUE),0.5555555555555556,0.8333333333333334,0.6666666666666666
understand追加前 (excl3),5,4,クラス0(=FALSE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),5,4,クラス1(=TRUE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),5,5,クラス0(=FALSE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),5,5,クラス1(=TRUE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),5,6,クラス0(=FALSE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),5,6,クラス1(=TRUE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),5,7,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),5,7,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),5,8,クラス0(=FALSE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (excl3),5,8,クラス1(=TRUE),0.6,0.6,0.6
understand追加前 (excl3),5,9,クラス0(=FALSE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),5,9,クラス1(=TRUE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),5,10,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),5,10,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),iteration_5,avg_of_10folds,クラス0(FALSE),0.8130952380952381,0.6799999999999999,0.7194555444555444
understand追加前 (excl3),iteration_5,avg_of_10folds,クラス1(TRUE),0.746984126984127,0.8300000000000001,0.7777888777888777
understand追加前 (excl3),6,1,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (excl3),6,1,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),6,2,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (excl3),6,2,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),6,3,クラス0(=FALSE),0.625,1.0,0.7692307692307693
understand追加前 (excl3),6,3,クラス1(=TRUE),1.0,0.5,0.6666666666666666
understand追加前 (excl3),6,4,クラス0(=FALSE),1.0,0.6,0.75
understand追加前 (excl3),6,4,クラス1(=TRUE),0.75,1.0,0.8571428571428571
understand追加前 (excl3),6,5,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (excl3),6,5,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),6,6,クラス0(=FALSE),0.5,0.3333333333333333,0.4
understand追加前 (excl3),6,6,クラス1(=TRUE),0.42857142857142855,0.6,0.5
understand追加前 (excl3),6,7,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),6,7,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),6,8,クラス0(=FALSE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (excl3),6,8,クラス1(=TRUE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (excl3),6,9,クラス0(=FALSE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (excl3),6,9,クラス1(=TRUE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (excl3),6,10,クラス0(=FALSE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),6,10,クラス1(=TRUE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),iteration_6,avg_of_10folds,クラス0(FALSE),0.7672619047619047,0.7333333333333334,0.7376340326340326
understand追加前 (excl3),iteration_6,avg_of_10folds,クラス1(TRUE),0.7561904761904763,0.76,0.7445021645021646
understand追加前 (excl3),7,1,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (excl3),7,1,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),7,2,クラス0(=FALSE),0.5,0.8,0.6153846153846154
understand追加前 (excl3),7,2,クラス1(=TRUE),0.6666666666666666,0.3333333333333333,0.4444444444444444
understand追加前 (excl3),7,3,クラス0(=FALSE),0.5714285714285714,0.8,0.6666666666666666
understand追加前 (excl3),7,3,クラス1(=TRUE),0.75,0.5,0.6
understand追加前 (excl3),7,4,クラス0(=FALSE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),7,4,クラス1(=TRUE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),7,5,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (excl3),7,5,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),7,6,クラス0(=FALSE),1.0,0.6666666666666666,0.8
understand追加前 (excl3),7,6,クラス1(=TRUE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (excl3),7,7,クラス0(=FALSE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (excl3),7,7,クラス1(=TRUE),0.6,0.6,0.6
understand追加前 (excl3),7,8,クラス0(=FALSE),1.0,0.6666666666666666,0.8
understand追加前 (excl3),7,8,クラス1(=TRUE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (excl3),7,9,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),7,9,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),7,10,クラス0(=FALSE),0.625,0.8333333333333334,0.7142857142857143
understand追加前 (excl3),7,10,クラス1(=TRUE),0.6666666666666666,0.4,0.5
understand追加前 (excl3),iteration_7,avg_of_10folds,クラス0(FALSE),0.7546428571428572,0.7466666666666666,0.7363003663003663
understand追加前 (excl3),iteration_7,avg_of_10folds,クラス1(TRUE),0.7292857142857143,0.7133333333333334,0.7047008547008546
understand追加前 (excl3),8,1,クラス0(=FALSE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),8,1,クラス1(=TRUE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),8,2,クラス0(=FALSE),1.0,0.8,0.8888888888888888
understand追加前 (excl3),8,2,クラス1(=TRUE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (excl3),8,3,クラス0(=FALSE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),8,3,クラス1(=TRUE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),8,4,クラス0(=FALSE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),8,4,クラス1(=TRUE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),8,5,クラス0(=FALSE),1.0,0.4,0.5714285714285714
understand追加前 (excl3),8,5,クラス1(=TRUE),0.6666666666666666,1.0,0.8
understand追加前 (excl3),8,6,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),8,6,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),8,7,クラス0(=FALSE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),8,7,クラス1(=TRUE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),8,8,クラス0(=FALSE),0.75,1.0,0.8571428571428571
understand追加前 (excl3),8,8,クラス1(=TRUE),1.0,0.6,0.75
