65,22,4,43382.62219,0,9485,3595.802142188578,0.37910407403147894,932.6513446098761,1598,7887,313,85,4005,1183,577,341,7,0,21,26
65,32,4,43382.62299,0,17503,4346.192366819599,0.2483112818842255,3653.144117091666,2103,15400,1320,293,8559,2136,960,377,10,0,31,30
65,45,4,43382.62409,0,22879,4110.857064030614,0.17967817929239102,1606.854140131271,2831,20048,547,172,7937,1823,5035,401,9,0,27,30
65,46,4,43382.62259,0,13042,3579.2946772542996,0.2744436955416577,1684.626286563147,2554,10488,576,192,5677,2014,658,369,8,0,15,30
65,54,4,43382.62333,0,14107,4667.574959743083,0.3308694236721545,909.7349449252674,2404,11703,733,169,5901,1502,1057,392,9,0,27,31
65,58,4,43382.63611,0,27792,7705.091789611381,0.27724135685130186,692.6177350086533,1416,26376,966,260,21529,11087,906,227,8,1,25,48
65,59,4,43382.63009,0,17972,3091.64225974927,0.172025498539354,694.7812645940131,3222,14750,409,158,10041,3958,1128,351,7,0,17,17
65,60,4,43382.63035,0,19239,3431.9863596733344,0.17838694109222591,694.1785893619444,2911,16328,1236,259,8485,2231,1040,439,8,0,27,16
65,61,3,43382.63123,0,47013,8737.856875678159,0.18586044021181714,7933.255334678662,4726,42287,1687,671,20494,5224,4663,361,15,2,51,50
65,67,4,43382.62353,0,13445,4182.346063938636,0.3110707373699246,2002.9628529152487,4500,8945,660,366,3937,918,1008,408,7,0,22,29
65,68,4,43382.62233,0,19302,4508.668122127692,0.23358554150490582,4166.006119841395,3389,15913,496,115,9076,3920,865,417,10,0,32,37
65,76,2,43382.63185,0,82533,12818.01333637178,0.15530773552847685,11948.25722787834,12749,69784,3912,953,45349,11265,2042,415,21,0,73,78
65,89,3,43382.62444,0,33210,5118.433624453178,0.15412326481340494,2173.229052595853,4260,28950,2103,1270,9235,5056,2535,362,10,0,23,31
65,92,4,43382.63594,0,11931,4215.395263376482,0.35331449697229755,3907.614853396179,1606,10325,685,261,6302,2744,498,309,9,0,21,24
65,99,2,43382.63059,1,47167,5141.262609537269,0.10900126379751243,715.5099512399338,7504,39663,966,189,20047,15140,1415,370,8,0,36,33
65,127,4,43382.62499,0,26256,4581.149613288174,0.17448010410146914,2982.679193338259,6025,20231,1136,358,10599,4774,3297,361,11,0,31,34
65,129,4,43382.62537,0,16030,4251.350384562695,0.265212126298359,1435.2597668373892,2262,13768,1008,401,6513,1496,1777,284,9,0,23,25
65,138,4,43382.63648,0,17359,3783.5655234761794,0.21795987807340167,2771.438447523774,1392,15967,408,172,7745,2376,3025,298,9,0,24,27
65,139,4,43382.63671,0,18028,5399.375268035125,0.2994994047057425,1277.9825772446777,2452,15576,718,186,9170,1160,904,256,12,0,30,46
65,141,3,43382.6256,0,49675,5618.56388618016,0.1131064697771547,2089.581254266578,8446,41229,1515,752,32830,15223,1321,449,10,1,47,48
65,143,4,43382.62626,0,10568,2736.092955830552,0.25890357265618397,1369.8183700155548,2192,8376,466,132,3876,999,676,376,7,0,22,20
65,147,3,43382.62644,0,45705,6726.563228114562,0.1471734652251299,4889.229451276325,12625,33080,1447,459,25566,15744,843,360,11,1,41,46
65,160,3,43382.62711,0,82646,10621.804829549365,0.1285217049772447,7097.021741192726,3295,79351,5054,1714,66100,20998,1647,415,15,1,63,75
65,161,2,43382.63696,0,135736,20857.865564998658,0.15366494935019934,19888.455442064558,8721,127015,5534,967,93057,22336,4136,151,30,2,117,128
65,162,4,43382.62824,0,13592,2970.3836956096234,0.21853911827616418,778.9666181216986,3696,9896,483,132,5511,2455,1072,401,6,1,23,22
65,176,3,43382.62844,0,36817,4853.491207230187,0.13182744947253136,815.1964839358734,2098,34719,1397,436,11135,3615,10522,368,9,0,25,32
65,181,3,43382.62891,0,35264,7605.609655962043,0.2156763173764191,7044.944939084261,3513,31751,1330,194,20016,9358,1608,442,11,1,49,50
65,184,3,43382.62373,0,21865,4649.954024149038,0.21266654581061228,2880.1923832335688,2701,19164,2800,1497,10758,4344,1816,377,10,0,23,32
65,186,3,43382.62943,0,35849,6277.908027252822,0.17512086884579267,2403.7844456070234,4193,31656,1775,619,15456,4695,4754,370,11,0,33,46
65,191,4,43382.62279,0,14429,4482.908309439662,0.31068738716748645,740.890681247872,3357,11072,1073,296,6500,1671,585,296,9,0,23,32
66,22,4,43382.62223,0,14854,3684.6550317718334,0.2480581009675396,2619.262569494075,3263,11591,919,312,6760,2224,753,431,6,1,17,25
66,32,4,43382.62374,0,17847,3359.404975434142,0.18823359530644604,606.8521696342048,3986,13861,565,144,8249,2678,760,441,8,0,26,23
66,45,4,43382.6253,0,29463,5961.215201794648,0.20232885998692082,5546.574970200124,5661,23802,1125,436,14077,3575,1839,371,11,1,35,51
66,46,4,43382.62289,0,30793,4823.051575312797,0.1566281809278991,2964.7326379025685,5472,25321,870,285,13348,7072,3384,465,7,0,45,44
66,54,4,43382.62411,0,25730,6338.768271890511,0.24635710345474196,4380.876274157596,7900,17830,1319,207,9375,2122,1306,491,9,0,29,51
66,58,2,43382.6351,1,36867,6342.053733605895,0.17202521858588699,3406.1485532126594,4427,32440,393,279,20495,7103,3824,239,9,0,39,43
66,59,4,43382.63178,0,28648,3619.5988955699486,0.12634735044575357,960.1992826834943,2074,26574,1192,856,14426,3576,2692,696,7,0,39,33
66,60,4,43382.63219,0,29014,5128.192718656954,0.17674890462042303,4462.537319710414,4526,24488,538,142,15604,4928,778,456,8,0,39,38
66,61,2,43382.63313,0,45759,6562.561330184815,0.14341575056676972,2055.6961571400384,6150,39609,1403,720,31037,16943,1217,449,9,0,43,47
66,67,4,43382.62444,0,17387,3599.6061578663976,0.20702859365424728,2180.7240504207352,4791,12596,957,239,6027,1943,1419,160,8,0,19,25
66,68,4,43382.62257,0,22211,5561.580111756534,0.2503975557947204,4009.0491318824697,5956,16255,1180,280,9077,2190,1074,493,9,0,27,40
66,76,2,43382.63374,1,53254,10425.779207186823,0.1957745748147899,3761.604542606648,6303,46951,1074,616,25965,5704,4960,368,12,1,59,72
66,89,3,43382.62573,0,87336,12931.657181697758,0.14806788932052942,12119.331662030125,6714,80622,2257,1217,59750,18183,3986,481,15,1,79,92
66,92,4,43382.63462,0,32724,6178.3660380487445,0.18880228694685078,4237.783684428563,3310,29414,1330,430,15267,2830,3969,424,11,0,39,47
66,99,2,43382.63259,1,37919,5951.006131185514,0.15693995440769837,1765.915161772858,9856,28063,669,283,9028,1808,2274,376,8,0,41,48
66,127,3,43382.62697,0,42880,6652.289483298132,0.15513734802467657,3417.033819561081,5987,36893,2374,530,23520,8672,3105,505,14,0,49,65
66,129,4,43382.62751,0,29017,6133.7699882466095,0.21138539436353204,3664.2208770936695,7873,21144,544,233,13303,3718,1705,450,8,1,36,51
66,138,2,43382.63563,1,41999,8558.27851513314,0.2037733878219277,6481.662318324027,2992,39007,642,196,26128,7623,1682,416,12,1,52,68
66,139,4,43382.6362,0,58169,10695.64539350455,0.18387191448201878,10002.14396975565,11241,46928,2579,970,33023,5238,1658,520,15,1,55,66
66,141,2,43382.62791,0,37343,5349.066908668797,0.14324148859675967,3810.8571375900524,3408,33935,1476,847,24628,5439,1257,143,11,2,45,55
66,143,4,43382.62845,0,13223,2891.489006440559,0.21867117949334938,1266.4845310659844,2838,10385,445,166,5600,1816,593,297,7,0,23,23
66,147,4,43382.62867,0,29455,5253.673302572276,0.17836269911975136,4079.2729730731317,8409,21046,940,230,14377,4583,825,409,10,0,39,41
66,160,2,43382.62917,1,65278,10774.3105079902,0.16505270547489506,10358.01665306215,3801,61477,1642,401,46964,14777,2055,472,13,1,71,89
66,161,2,43382.63692,0,133970,19461.698075717784,0.14526907573126657,13095.221908481526,6106,127864,3708,426,102631,30576,2097,279,24,2,137,146
66,162,4,43382.63003,0,23647,4247.56595735112,0.17962388283296488,1308.4516407809854,5969,17678,261,149,12832,4911,794,311,7,0,31,37
66,176,4,43382.63037,0,27161,5267.564348061005,0.19393852759695906,859.1639760617737,3258,23903,1098,311,12722,4968,5040,448,9,0,37,39
66,181,4,43382.63079,0,22682,4626.556281665581,0.2039747941832987,1443.7641229309731,3218,19464,981,259,11617,1976,1216,456,9,0,27,36
66,184,3,43382.62469,0,43199,5385.671738207303,0.12467121318102972,1779.71854206665,2046,41153,2202,577,30567,16352,1768,481,9,0,51,55
66,186,2,43382.63116,1,39087,7253.06464575858,0.18556207040086423,5472.512841316774,4536,34551,644,131,16552,6392,6111,448,11,0,49,50
66,191,4,43382.62332,0,30260,5217.4557700189125,0.17242087805746573,4424.440698796269,4277,25983,1031,315,17683,7511,1584,495,8,0,39,47
67,22,4,43382.62234,1,16193,3204.4859628380914,0.19789328492793748,2672.7484645424374,3025,13168,360,124,6681,1519,1433,339,7,0,24,23
67,32,3,43382.62439,0,25070,3396.719898296373,0.13548942554034196,1040.8426354368519,3967,21103,538,151,12854,5744,1160,486,8,0,23,22
67,45,2,43382.62611,0,49138,4542.90124540855,0.09245189558811001,1485.6832327632355,4196,44942,2183,929,28583,16207,1969,391,9,0,35,36
67,46,3,43382.62318,0,49541,4454.447404429356,0.08991436193111474,3471.0221514492496,3944,45597,651,244,27728,20334,6497,482,7,0,26,34
67,54,4,43382.62486,0,26506,4952.867090974467,0.18685833739434343,425.2694530931547,7108,19398,1127,161,10921,2513,1366,433,9,0,27,42
67,58,4,43382.6416,0,39686,5846.4840133292755,0.1473185509582542,3505.899718194151,5990,33696,2412,1068,23577,6887,2845,349,10,0,30,43
67,59,3,43382.63703,0,23618,4173.72933466275,0.17671815287758277,1623.4106194869237,6164,17454,811,401,11232,3885,657,367,7,0,23,35
67,60,2,43382.63748,0,103695,7619.3435912136265,0.07347840871029102,5632.081582538188,6073,97622,3402,938,85105,33570,1443,251,14,1,67,71
67,61,3,43382.63946,0,51734,7941.6444127125305,0.15350918956029944,5622.156597221794,3236,48498,1718,562,37032,13936,2384,422,13,2,56,63
67,67,4,43382.62524,0,25726,3326.9618701126033,0.1293229367220945,1755.6081557252603,12301,13425,1676,399,7966,2368,873,362,7,0,28,26
67,68,3,43382.62281,0,20840,3883.7162100220266,0.18635874328320665,3097.6350873846022,3049,17791,1527,251,10321,2456,1002,472,9,0,24,26
67,76,3,43382.6401,0,62201,7217.475577276865,0.11603471933372236,1398.3476357234724,8673,53528,3260,1614,40423,15815,3696,418,11,0,58,59
67,89,4,43382.62679,0,42028,8242.157182752355,0.1961110969532777,3209.133436286976,3236,38792,1328,337,23079,8554,1443,416,12,0,39,54
67,92,4,43382.64106,0,42382,5210.919558841593,0.12295124248127963,987.3597674237784,2632,39750,1448,518,25725,6952,2869,450,10,0,31,41
67,99,3,43382.63875,0,55200,8531.856261235444,0.1545626134281783,3715.4330328039423,4945,50255,923,173,36495,15993,2491,450,12,0,40,35
67,127,2,43382.62744,1,159542,18287.77648150796,0.11462672200115305,13603.211761726292,5987,153555,5264,903,108036,19343,10295,512,28,6,135,119
67,129,4,43382.62936,0,23134,5302.866533421833,0.2292239359134535,784.0086459219596,3583,19551,462,133,13723,5152,649,363,9,0,23,36
67,138,2,43382.64209,0,36033,4574.4720526365745,0.12695229519153484,1612.8209964009945,3665,32368,3697,894,21630,6207,1592,367,12,0,29,39
67,139,2,43382.64259,1,72081,10284.257720938986,0.14267640183875066,7295.063091203945,6281,65800,1998,315,47243,7438,3425,375,17,0,68,64
67,141,3,43382.62968,0,55240,5458.285091988877,0.09881037458343368,3229.00587974407,5009,50231,1783,481,22899,8768,1369,375,12,2,43,42
67,143,3,43382.63046,0,14835,3351.135866026783,0.2258938905309594,2859.6631720801706,2332,12503,619,101,7128,2201,1011,327,7,0,17,23
67,147,2,43382.63075,1,249887,22230.372602509742,0.08896170109893568,13372.348498873507,18745,231142,7409,1679,196503,42056,5136,88,30,6,123,146
67,160,2,43382.63389,0,62886,5704.1420204135275,0.09070607162824043,5138.069207288226,2888,59998,3522,478,37412,13700,5304,577,13,0,47,49
67,161,3,43382.64348,0,55673,8872.03632484576,0.15935976729915327,8340.02240549228,3504,52169,1775,541,31907,6752,4536,536,13,0,45,58
67,162,4,43382.63477,0,12885,2635.4003563952283,0.20453242967754973,527.0800712790457,2186,10699,851,186,5997,1664,728,378,7,0,17,17
67,176,3,43382.63498,0,45019,6134.808809355099,0.13627154777660763,2604.6371131958663,2723,42296,4784,1839,25274,5904,4408,375,12,0,39,39
67,181,2,43382.63563,0,60475,7291.252019910434,0.12056638313204521,6428.449522125468,3260,57215,2278,559,38520,11648,1424,355,15,1,56,70
67,184,2,43382.62558,0,35609,4135.922964547982,0.116148248042573,3030.0271842144143,5050,30559,3592,2733,20830,8824,4048,431,9,0,29,32
67,186,3,43382.63644,0,37211,7636.010436345404,0.20520841784271865,765.5270240146606,5036,32175,1910,1072,15756,4575,4105,450,10,1,39,35
67,191,3,43382.62385,0,38667,4097.223991481587,0.10596177597128267,741.0506614850831,7324,31343,1088,203,25051,7241,1559,81,10,0,27,29
68,22,4,43382.62238,0,14320,3605.5844965121255,0.2517866268514054,3068.5790888068086,3674,10646,609,131,5064,1432,907,464,7,0,21,23
68,32,4,43382.62488,0,34960,5214.276996725778,0.14914979967751082,1354.0847467451706,2265,32695,1099,204,15224,3082,4536,481,10,2,44,32
68,45,4,43382.62736,0,31199,3855.14250844565,0.12356622034185871,1745.20215330365,3814,27385,909,251,12563,5209,976,433,9,0,33,28
68,46,4,43382.62377,0,29007,3777.8195170721947,0.13023820171242095,3256.477393787723,6721,22286,605,141,15568,10649,1013,647,7,0,23,21
68,54,4,43382.62545,0,37659,5372.633995484657,0.14266533884289698,4450.6824227870065,17390,20269,1154,294,10706,2768,1249,643,9,0,25,32
68,58,4,43382.64337,0,46281,6377.329885509486,0.1377958532769276,2964.6877258565087,18585,27696,883,229,19017,6354,1208,465,10,1,39,39
68,59,4,43382.63863,0,31565,3127.896125053169,0.09909381039294056,1781.5675606777504,3648,27917,900,317,17642,9329,984,372,7,0,15,22
68,60,3,43382.63909,0,38216,3555.1249692326883,0.09302713442622693,1196.7512888291337,3889,34327,1112,188,18425,9703,794,361,8,0,29,25
68,61,3,43382.64059,0,64825,9713.274180814416,0.14983839846994856,3792.191305858214,7186,57639,2449,811,43669,8327,1663,337,15,0,59,58
68,67,4,43382.62594,0,21904,2965.717417565774,0.13539615675519423,778.3736015296668,9201,12703,2304,744,5110,1576,1599,416,7,0,21,20
68,68,2,43382.62273,0,58267,4552.155719977654,0.07812579538980305,1189.3251741290005,4259,54008,1678,327,33074,15527,1604,559,10,0,31,28
68,76,2,43382.6414,1,97702,11451.785990697996,0.11721137735868248,7015.4638054477755,12230,85472,7363,4227,46744,13598,9113,479,15,0,61,69
