feature_set,iteration,fold,class_label,precision,recall,f1
understand追加後 (excl3),iteration_9,avg_of_10folds,クラス1(TRUE),0.8466666666666667,0.7416666666666666,0.7722222222222223
understand追加後 (excl3),iteration_10,avg_of_10folds,クラス0(FALSE),0.8633333333333333,0.7666666666666666,0.7838888888888889
understand追加後 (excl3),iteration_10,avg_of_10folds,クラス1(TRUE),0.8066666666666666,0.8583333333333334,0.8174603174603174
understand追加後 (excl3),final_average,-,クラス0(FALSE),0.8053809523809523,0.7766666666666666,0.7713044733044733
understand追加後 (excl3),final_average,-,クラス1(TRUE),0.7996666666666667,0.7924999999999999,0.7789603174603175
understand追加後 (merge3_4),iteration_1,avg_of_10folds,クラス0(FALSE),0.9099999999999999,0.85,0.8642857142857142
understand追加後 (merge3_4),iteration_1,avg_of_10folds,クラス1(TRUE),0.8550000000000001,0.9,0.859126984126984
understand追加後 (merge3_4),iteration_2,avg_of_10folds,クラス0(FALSE),0.805,0.775,0.7480158730158731
understand追加後 (merge3_4),iteration_2,avg_of_10folds,クラス1(TRUE),0.8149999999999998,0.7583333333333333,0.7524603174603175
understand追加後 (merge3_4),iteration_3,avg_of_10folds,クラス0(FALSE),0.8283333333333334,0.8583333333333332,0.8301587301587301
understand追加後 (merge3_4),iteration_3,avg_of_10folds,クラス1(TRUE),0.8766666666666666,0.8166666666666667,0.8335714285714285
understand追加後 (merge3_4),iteration_4,avg_of_10folds,クラス0(FALSE),0.8671428571428571,0.8,0.7932034632034631
understand追加後 (merge3_4),iteration_4,avg_of_10folds,クラス1(TRUE),0.7383333333333333,0.7833333333333334,0.7460317460317459
understand追加後 (merge3_4),iteration_5,avg_of_10folds,クラス0(FALSE),0.8916666666666666,0.7333333333333333,0.7778571428571429
understand追加後 (merge3_4),iteration_5,avg_of_10folds,クラス1(TRUE),0.7766666666666666,0.8583333333333332,0.7804761904761904
understand追加後 (merge3_4),iteration_6,avg_of_10folds,クラス0(FALSE),0.8150000000000001,0.8,0.7862698412698413
understand追加後 (merge3_4),iteration_6,avg_of_10folds,クラス1(TRUE),0.8416666666666666,0.8083333333333332,0.8046031746031745
understand追加後 (merge3_4),iteration_7,avg_of_10folds,クラス0(FALSE),0.8966666666666665,0.8166666666666667,0.8346031746031745
understand追加後 (merge3_4),iteration_7,avg_of_10folds,クラス1(TRUE),0.8266666666666665,0.8666666666666668,0.8290476190476191
understand追加後 (merge3_4),iteration_8,avg_of_10folds,クラス0(FALSE),0.9083333333333332,0.8416666666666666,0.8599999999999998
understand追加後 (merge3_4),iteration_8,avg_of_10folds,クラス1(TRUE),0.86,0.8916666666666666,0.8587301587301586
understand追加後 (merge3_4),iteration_9,avg_of_10folds,クラス0(FALSE),0.7816666666666666,0.7416666666666666,0.7476984126984128
understand追加後 (merge3_4),iteration_9,avg_of_10folds,クラス1(TRUE),0.7666666666666667,0.7666666666666666,0.7549206349206349
understand追加後 (merge3_4),iteration_10,avg_of_10folds,クラス0(FALSE),0.8716666666666667,0.6916666666666667,0.7441269841269842
understand追加後 (merge3_4),iteration_10,avg_of_10folds,クラス1(TRUE),0.755,0.8583333333333334,0.7899206349206349
understand追加後 (merge3_4),final_average,-,クラス0(FALSE),0.857547619047619,0.7908333333333333,0.7986219336219336
understand追加後 (merge3_4),final_average,-,クラス1(TRUE),0.8111666666666666,0.8308333333333333,0.8008888888888889
